"Variant SKU",Command,Handle,"Body HTML","Inventory Available:Home","Inventory Available:MD","Inventory Available:PS",Status,Tags,"Tags Command",Title,Type,"Variant Barcode","Variant Command","Variant Cost","Variant Inventory Policy","Variant Inventory Tracker","Variant Price",Vendor,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Image Src","Image Command","Variant Image",Metafield:custom.argyle_colour,Metafield:custom.certification,Metafield:custom.product_caratprice,Metafield:custom.product_rrp,Metafield:custom.specifications,Metafield:custom.stone_carat,Metafield:custom.stone_clarity,Metafield:custom.stone_colour,Metafield:custom.stone_measurement,Metafield:custom.stone_shape,Metafield:custom.table_specifications,"Variant Fullfilment Service"
SDS02772,,pear-teal-australian-sapphire-sds02772,"An  Australian Pear cut teal sapphire weighing 1.16ct and measures 8.00x5.00mm.",1,0.00,0.00,,"Loose-sapphire, Sapphire Dreams, Teal, Pear, Loose sapphires, SDS, 1.00ct - 1.49ct",REPLACE,"Australian Sapphire Pear 1=1.16ct Teal","Loose sapphires",SDS02772,MERGE,140.00,deny,shopify,280.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDS02772.jpg;https://samsgroup.info/pim-images/sds-box-cert-sml.jpg,REPLACE,https://samsgroup.info/pim-images/SDS02772.jpg,,YES,324.80,750.00,"Shape: Pear<br>Carat Weight: 1.16ct<br>Colour: Teal<br>Measurement: 8.00x5.00mm<br>Certification: Sapphire Dreams Certificate No. 02772",1.16,,Teal,8.00x5.00mm,Pear,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDS02774,,pear-teal-australian-sapphire-sds02774,"An  Australian Pear cut teal sapphire weighing 0.97ct and measures 8.00x5.00mm.",1,0.00,0.00,,"Loose-sapphire, Sapphire Dreams, Teal, Pear, Loose sapphires, SDS, Less than 1.00ct",REPLACE,"Australian Sapphire Pear 1=0.97ct Teal","Loose sapphires",SDS02774,MERGE,160.00,deny,shopify,320.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDS02774.jpg;https://samsgroup.info/pim-images/sds-box-cert-sml.jpg,REPLACE,https://samsgroup.info/pim-images/SDS02774.jpg,,YES,310.40,850.00,"Shape: Pear<br>Carat Weight: 0.97ct<br>Colour: Teal<br>Measurement: 8.00x5.00mm<br>Certification: Sapphire Dreams Certificate No. 02774",0.97,,Teal,8.00x5.00mm,Pear,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDS02783,,pear-teal-australian-sapphire-sds02783,"An  Australian Pear cut teal sapphire weighing 1.11ct and measures 8.00x5.00mm.",1,0.00,0.00,,"Loose-sapphire, Sapphire Dreams, Teal, Pear, Loose sapphires, SDS, 1.00ct - 1.49ct",REPLACE,"Australian Sapphire Pear 1=1.11ct Teal","Loose sapphires",SDS02783,MERGE,120.00,deny,shopify,240.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDS02783.jpg;https://samsgroup.info/pim-images/sds-box-cert-sml.jpg,REPLACE,https://samsgroup.info/pim-images/SDS02783.jpg,,YES,266.40,650.00,"Shape: Pear<br>Carat Weight: 1.11ct<br>Colour: Teal<br>Measurement: 8.00x5.00mm<br>Certification: Sapphire Dreams Certificate No. 02783",1.11,,Teal,8.00x5.00mm,Pear,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDS02785,,pear-teal-australian-sapphire-sds02785,"An  Australian Pear cut teal sapphire weighing 1.10ct and measures 7.50x5.50mm.",1,0.00,0.00,,"Loose-sapphire, Sapphire Dreams, Teal, Pear, Loose sapphires, SDS, 1.00ct - 1.49ct",REPLACE,"Australian Sapphire Pear 1=1.10ct Teal","Loose sapphires",SDS02785,MERGE,140.00,deny,shopify,280.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDS02785.jpg;https://samsgroup.info/pim-images/sds-box-cert-sml.jpg,REPLACE,https://samsgroup.info/pim-images/SDS02785.jpg,,YES,308.00,750.00,"Shape: Pear<br>Carat Weight: 1.1ct<br>Colour: Teal<br>Measurement: 7.50x5.50mm<br>Certification: Sapphire Dreams Certificate No. 02785",1.10,,Teal,7.50x5.50mm,Pear,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDS02789,,pear-teal-australian-sapphire-sds02789,"An  Australian Pear cut teal sapphire weighing 1.12ct and measures 7.50x5.50mm.",1,0.00,0.00,,"Loose-sapphire, Sapphire Dreams, Teal, Pear, Loose sapphires, SDS, 1.00ct - 1.49ct",REPLACE,"Australian Sapphire Pear 1=1.12ct Teal","Loose sapphires",SDS02789,MERGE,120.00,deny,shopify,240.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDS02789.jpg;https://samsgroup.info/pim-images/sds-box-cert-sml.jpg,REPLACE,https://samsgroup.info/pim-images/SDS02789.jpg,,YES,268.80,650.00,"Shape: Pear<br>Carat Weight: 1.12ct<br>Colour: Teal<br>Measurement: 7.50x5.50mm<br>Certification: Sapphire Dreams Certificate No. 02789",1.12,,Teal,7.50x5.50mm,Pear,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDS02790,,pear-teal-australian-sapphire-sds02790,"An  Australian Pear cut teal sapphire weighing 1.10ct and measures 7.50x5.50mm.",1,0.00,0.00,,"Loose-sapphire, Sapphire Dreams, Teal, Pear, Loose sapphires, SDS, 1.00ct - 1.49ct",REPLACE,"Australian Sapphire Pear 1=1.10ct Teal","Loose sapphires",SDS02790,MERGE,120.00,deny,shopify,240.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDS02790.jpg;https://samsgroup.info/pim-images/sds-box-cert-sml.jpg,REPLACE,https://samsgroup.info/pim-images/SDS02790.jpg,,YES,264.00,650.00,"Shape: Pear<br>Carat Weight: 1.1ct<br>Colour: Teal<br>Measurement: 7.50x5.50mm<br>Certification: Sapphire Dreams Certificate No. 02790",1.10,,Teal,7.50x5.50mm,Pear,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDS02791,,pear-teal-australian-sapphire-sds02791,"An  Australian Pear cut teal sapphire weighing 1.21ct and measures 7.50x5.50mm.",1,0.00,1.21,,"Loose-sapphire, Sapphire Dreams, Teal, Pear, Loose sapphires, SDS, 1.00ct - 1.49ct",REPLACE,"Australian Sapphire Pear 1=1.21ct Teal","Loose sapphires",SDS02791,MERGE,120.00,deny,shopify,240.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDS02791.jpg;https://samsgroup.info/pim-images/sds-box-cert-sml.jpg,REPLACE,https://samsgroup.info/pim-images/SDS02791.jpg,,YES,290.40,650.00,"Shape: Pear<br>Carat Weight: 1.21ct<br>Colour: Teal<br>Measurement: 7.50x5.50mm<br>Certification: Sapphire Dreams Certificate No. 02791",1.21,,Teal,7.50x5.50mm,Pear,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDS02796,,pear-teal-australian-sapphire-sds02796,"An  Australian Pear cut teal sapphire weighing 1.19ct and measures 7.50x5.50mm.",1,0.00,1.19,,"Loose-sapphire, Sapphire Dreams, Teal, Pear, Loose sapphires, SDS, 1.00ct - 1.49ct",REPLACE,"Australian Sapphire Pear 1=1.19ct Teal","Loose sapphires",SDS02796,MERGE,140.00,deny,shopify,280.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDS02796.jpg;https://samsgroup.info/pim-images/sds-box-cert-sml.jpg,REPLACE,https://samsgroup.info/pim-images/SDS02796.jpg,,YES,333.20,750.00,"Shape: Pear<br>Carat Weight: 1.19ct<br>Colour: Teal<br>Measurement: 7.50x5.50mm<br>Certification: Sapphire Dreams Certificate No. 02796",1.19,,Teal,7.50x5.50mm,Pear,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDS02797,,pear-teal-australian-sapphire-sds02797,"An  Australian Pear cut teal sapphire weighing 1.11ct and measures 7.50x5.50mm.",1,0.00,1.11,,"Loose-sapphire, Sapphire Dreams, Teal, Pear, Loose sapphires, SDS, 1.00ct - 1.49ct",REPLACE,"Australian Sapphire Pear 1=1.11ct Teal","Loose sapphires",SDS02797,MERGE,140.00,deny,shopify,280.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDS02797.jpg;https://samsgroup.info/pim-images/sds-box-cert-sml.jpg,REPLACE,https://samsgroup.info/pim-images/SDS02797.jpg,,YES,310.80,750.00,"Shape: Pear<br>Carat Weight: 1.11ct<br>Colour: Teal<br>Measurement: 7.50x5.50mm<br>Certification: Sapphire Dreams Certificate No. 02797",1.11,,Teal,7.50x5.50mm,Pear,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDS02802,,pear-teal-australian-sapphire-sds02802,"An  Australian Pear cut teal sapphire weighing 1.29ct and measures 7.50x5.50mm.",1,0.00,1.29,,"Loose-sapphire, Sapphire Dreams, Teal, Pear, Loose sapphires, SDS, 1.00ct - 1.49ct",REPLACE,"Australian Sapphire Pear 1=1.29ct Teal","Loose sapphires",SDS02802,MERGE,120.00,deny,shopify,240.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDS02802.jpg;https://samsgroup.info/pim-images/sds-box-cert-sml.jpg,REPLACE,https://samsgroup.info/pim-images/SDS02802.jpg,,YES,309.60,650.00,"Shape: Pear<br>Carat Weight: 1.29ct<br>Colour: Teal<br>Measurement: 7.50x5.50mm<br>Certification: Sapphire Dreams Certificate No. 02802",1.29,,Teal,7.50x5.50mm,Pear,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDS02803,,pear-teal-australian-sapphire-sds02803,"An  Australian Pear cut teal sapphire weighing 1.16ct and measures 7.50x5.50mm.",1,0.00,1.16,,"Loose-sapphire, Sapphire Dreams, Teal, Pear, Loose sapphires, SDS, 1.00ct - 1.49ct",REPLACE,"Australian Sapphire Pear 1=1.16ct Teal","Loose sapphires",SDS02803,MERGE,140.00,deny,shopify,280.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDS02803.jpg;https://samsgroup.info/pim-images/sds-box-cert-sml.jpg,REPLACE,https://samsgroup.info/pim-images/SDS02803.jpg,,YES,324.80,750.00,"Shape: Pear<br>Carat Weight: 1.16ct<br>Colour: Teal<br>Measurement: 7.50x5.50mm<br>Certification: Sapphire Dreams Certificate No. 02803",1.16,,Teal,7.50x5.50mm,Pear,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDS02804,,pear-parti-australian-sapphire-sds02804,"An  Australian Pear cut parti sapphire weighing 1.08ct and measures 7.50x5.50mm.",1,0.00,0.00,,"Loose-sapphire, Sapphire Dreams, Parti, Pear, Loose sapphires, SDS, 1.00ct - 1.49ct",REPLACE,"Australian Sapphire Pear 1=1.08ct Parti","Loose sapphires",SDS02804,MERGE,120.00,deny,shopify,240.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDS02804.jpg;https://samsgroup.info/pim-images/sds-box-cert-sml.jpg,REPLACE,https://samsgroup.info/pim-images/SDS02804.jpg,,YES,259.20,650.00,"Shape: Pear<br>Carat Weight: 1.08ct<br>Colour: Parti<br>Measurement: 7.50x5.50mm<br>Certification: Sapphire Dreams Certificate No. 02804",1.08,,Parti,7.50x5.50mm,Pear,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDS02805,,pear-teal-australian-sapphire-sds02805,"An  Australian Pear cut teal sapphire weighing 1.15ct and measures 7.50x5.50mm.",1,0.00,0.00,,"Loose-sapphire, Sapphire Dreams, Teal, Pear, Loose sapphires, SDS, 1.00ct - 1.49ct",REPLACE,"Australian Sapphire Pear 1=1.15ct Teal","Loose sapphires",SDS02805,MERGE,120.00,deny,shopify,240.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDS02805.jpg;https://samsgroup.info/pim-images/sds-box-cert-sml.jpg,REPLACE,https://samsgroup.info/pim-images/SDS02805.jpg,,YES,276.00,650.00,"Shape: Pear<br>Carat Weight: 1.15ct<br>Colour: Teal<br>Measurement: 7.50x5.50mm<br>Certification: Sapphire Dreams Certificate No. 02805",1.15,,Teal,7.50x5.50mm,Pear,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
SDS02810,,pear-green-australian-sapphire-sds02810,"An  Australian Pear cut green sapphire weighing 1.22ct and measures 7.50x5.50mm.",1,0.00,0.00,,"Loose-sapphire, Sapphire Dreams, Green, Pear, Loose sapphires, SDS, 1.00ct - 1.49ct",REPLACE,"Australian Sapphire Pear 1=1.22ct Green","Loose sapphires",SDS02810,MERGE,96.00,deny,shopify,192.00,"Sapphire Dreams",,,,,,,https://samsgroup.info/pim-images/SDS02810.jpg;https://samsgroup.info/pim-images/sds-box-cert-sml.jpg,REPLACE,https://samsgroup.info/pim-images/SDS02810.jpg,,YES,234.24,495.00,"Shape: Pear<br>Carat Weight: 1.22ct<br>Colour: Green<br>Measurement: 7.50x5.50mm<br>Certification: Sapphire Dreams Certificate No. 02810",1.22,,Green,7.50x5.50mm,Pear,"<div class='col-md-6'><table><tr class='watchtype'><td><b>Watch Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td>Wrist Watch</td></tr><tr class='movementtype'><td><b>Movement Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='dialcolour'><td><b>Dial</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='casedimension'><td><b>Case Dimension</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='Glass'><td><b>Glass</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div><div class='col-md-6'><table><tr class='waterresistance'><td><b>Water Resistance</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='gender'><td><b>Gender</b></div></td><td></td></tr><tr class='straptype'><td><b>Strap Type</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr><tr class='specialfeatures'><td><b>Special Features</b><i class='las la-question-circle'></i><div class='arr-left'></div></td><td></td></tr></table></div>",manual
